садизм;Сексуальнoе извpащeние, котoрому дaл имя Донaсьен Альфонc Франсуa?
садизм;Сексуальное извращение, которому дал имя Донасьен Альфонс Франсуа?
садизм;Сексуальное извращение, которому дал имя Донасьен Альфонс Франсуа?
стихи;"Сел Пушкин, задумался: ""Минута, и ... свободно потекут"" - написал он?"
комбайн;Сельскохозяйственная уборочная машина?
змейка;Сельскохозяйственный винтовой сепаратор для очистки семян от примесей носит название?
кактусы;Семeйство двудoльных pаcтeний
брак;Семейный союз мужчины и женщины или товар, оказавшийся негодным?
удав;Семейство пресмыкающихся подотряда змей (ложноногие). Длина до 10 м?
подорожник;"Семена этих растений привезли в Северную Америку на своих сапогах колонисты, поэтому индейцы называли это растение ""след белого человека""?"
миокард;Сердечная мышца.
реактор;Сердце АЭС?
рубашка;Середина паруса?
лапша;Серёжки для простаков?
мерседес;Серийный выпуск электрических пишущих машинок начала в 1921 году эта немецкая фирма, больше известная своими автомобилями. Какая?
союз;Серия советских космических кораблей?
вера;Сестра Надежды и Любви?
золовка;Сестра мужа?
тенета;Сеть для ловли зверьков?
паутина;Сеть из тонких нитей,сплетаемая некоторыми членистоногими?
агентура;Сеть осведомителей?
кремация;Сжигание тел умерших в специальной печи?
монетами;Сиамский царь приказал стрелять по городу этими снарядами - и стойкие защитники города с удовольствие оставили свои посты. Чем же?
косяк;Сигарета с марихуаной (жарг.)?
ложемент;Сидение пилота самолета?
ньютон;Сила, сообщающая телу массой 1 кг ускорение 1 м/с в квадрате в направлении действия силы?
лошадь;Силой какого животного до сих пор измеряют мощность двигателей?
арьергард;Силы, прикрывающие отходящие части (воен.)?
дина;Сильнейший мини-футбольный клуб России?
гексаген;Сильное взрывчатое вещество?
газарт;Сильное возбуждение во время игры (устар.)?
ажиотаж;Сильное возбуждение, волнение, паника?
пыл;Сильный жар у огня, душевный подъем, горячность?
страх;Сильный испуг, пьеса Афиногенова, рассказ А.Чехова?
хризантема;Символ императорского дома в Японии?
лилия;Символ королевского дома Франции?
пожарные;Символом этой профессии с прошлого века в России является топор?
скорпион;Символу какого знака зодиака положено иметь жало?
скорпион;Символу какого знака зодиака положено иметь ядовитое жало?
лесу;Синицы появляются в городах только зимой.  А летом они живут в ... ?
безразличие;Синоним апатия?
волнение;Синоним беспокойство, тревога?
мандраж;Синоним волнение (жаргон.)?
старик;Синоним дед?
развлечение;Синоним забава?
крушение;Синоним катастрофа?
договор;Синоним контракт, соглашение?
прибыль;Синоним навар?
ласка;Синоним нежность?
окантовка;Синоним обрамление?
дрожь;Синоним озноб?
флибустьер;Синоним пират?
лепра;Синоним проказа (мед.)?
горло;Синоним пролив?
пестрота;Синоним разноцветье?
гребешок;Синоним расческа?
сани;Синоним розвальни?
парк;Синоним сквер?
расследование;Синоним следствие (юрид.)?
пища;Синоним снедь?
парапсихология;Синоним телепатия?
фрикция;Синоним трение?
акробат;Синоним трюкач?
нужник;Синоним уборной, подчеркивающий ее необходимость?
подобострастие;"Синоним, ""смягчающий"" лизоблюдство?"
ква;Синхрофазотрон на языке лягушек :) ?
шахматы;Сириец Филипп Стамме в конце XVIII века революционно усовершенствовал ..., обозначив поля цифрами и буквами. Что?
опричнина;Система внутриполитических мер Ивана Грозного в 1565-72 гг., направленная против предполагаемой измены в среде феодалов?
осциллятор;Система возбуждения свободных гармонических колебаний?
окуляр;Система линз, обращенная к глазу в микроскопе?
макаров;Система пистолета?
кольт;Система револьвера?
декор;Система украшения сооружения или изделия?
секам;Система цветного телевидения?
колорит;Система цветовых сочетаний в произведениях изобразительного искусства?
ипотека;Система кредитования под залог недвижимости (земли, жилья)?
коллоид;Система,состоящая из мелких частиц вещества,находящихся во взвешенном состоянии в однородной среде?
кайман;Системная плата Intel CA810 называется ... ?
драйвер;Системная программа, посредством которой осуществляется управление операциями обмена информацией с соответствующим периферийным устройством?
кинозвезда;Сиятельная личность на экране?
дюймовочка;Сказка Андерсена?
огниво;Сказка Г.Х.Андерсена?
тараканище;Сказка К.Чуковского, делающая косвенную рекламу дихлофосу?
несмеяна;Сказочная царевна, страдавшая чудовищной депрессией?
колобок;Сказочный герой, которому на роду было написано быть съеденным?
карло;Сказочный папа, склонный к деревянному творчеству?
сезам;Сказочный сейф?
буян;Скандалист?
хорда;Скелет у позвоночных (спец.)?
палатка;Скене с греческого?
бардачок;Склад всякой фигни в автомобиле (разг.)?
бардачок;Склад всякой фигни в автомобиле (разг.)?
арсенал;Склад оружия и боеприпасов?
лорнет;Складные очки без дужек,на ручке?
шассе;Скользящий шаг в танце?
четыре;Сколько балерин участвует в танце маленьких лебедей в балете Чайковского Лебединое озеро?
четыре;Сколько будет 2х2?
лес;Сколько волка не корми, он все равно в ... смотрит?
семь;Сколько звезд на флаге Венесуэлы?
четыре;Сколько музыкантов в квартете (цифра прописью)?
нисколько;Сколько процентов платины содержит платинит?
пятьсот;Сколько саженей в версте?
сорок;Сколько фунтов в пуде?
семь;Сколько гномов встретила Белоснежка?
шесть;Сколько книг в сериале А.Волкова про Волшебника Изумрудного города?
один;Сколько кошмарных снов в год видит среднестатистический здоровый человек?
четыре;Сколько носов у улиток?
сонм;Скопление, множество?
облака;Скопления взвешенных в атмосфере водяных капель и ледяных кристаллов. Они образуются главным образом в тропосфере, их различают по высоте. Возникают в результате конденсации водяного пара, содержащегося в воздухе?
зенитка;Скорострельное орудие или крупнокалиберный пулемёт для стрельбы по воздушным целям?
зоофилия;Скотоложество, сексуальные контакты с животными?
корм;Скотская пища?
брат;"Скромный полковник Муамар Каддафи просит, чтобы к нему обращались просто ""... руководитель""?"
мартос;Скульптор, автор памятника Минину и Пожарскому на Красной площади?
дорифор;Скульптура Поликлета?
горельеф;Скульптурное изображение, выступающее над плоскостью фона более чем на половину своего объема?
барыга;Скупщик и тоpговец кpаденым?
аперитив;Слабоалкогольный напиток, лёгкое вино?
айва;Сладкий плод на десерт?
дыня;Сладкий плод на десерт?
киви;Сладкий плод на десерт?
десерт;Сладкое кушанье в заключтительной стадии плотного обеда?
транзит;Следование пассажиров, грузов и транспортных средств через промежуточные пункты?
барбос;Следователь?
инквизиция;Следственный и карательный орган католической церкви?
сброс;Слив отходов?
пломбир;Сливoчноe морожeнoe
суфле;Сливки или молоко с сахаром для приготовления мороженого?
суфле;Сливки или молоко с сахаром?
педант;Слишком аккуратный человек?
шахтеры;"Слова ""негр"" и ""черный"" в США считаются оскорблением. Потому для обозначения афро-американцев на Брайтоне сейчас применяется термин ...?"
лексикон;Словарный запас языка?
розыск;"Слово ""инквизиция"" произошло от латинского ... ?"
резать;"Слово ""купюра"" произошло от французского, обозначающего ... ?"
антоним;Слово с противоположным значением?
корова;"Слово ""говядина"" произошло от древне-русского слова ""говядо"". Что оно обозначает?"
анаграмма;Слово или словосочетание, полученное из другого перестановкой букв?
застолье;"Слово, ""объединяющее"" выпивку и закуску с теми, кто их потребляет в цивильных условиях?"
омоним;Слово, имеющее одинаковое звучание или написание с другим, но различный смысл?
бонжур;Слово, которое произносил себе под нос Ипполит Матвеевич, если просыпался в хорошем расположении духа (Ильф и Петров)?
аббревиатура;Слово, образованное сокращением словосочетания и читаемое по алфавитному названию начальных букв или по начальным звукам слов, входящих в него?
аббревиатура;Слово, образованное сокращением словосочетания?
боа;Слово, объединяющее змею, страуса и народ в Заире?
халва;Слово, от которого не сладко во рту, сколько не повторяй?
алло;Слово, с которым ищут таланты?
омограф;Слово, совпадающее с другим по написанию?
аминь;Слово, в еврейском языке означающее подтверждение и согласие?
ретро;Слово-префикс, означающее обращение к прошлому?
инстинкт;Сложный безусловный рефлекс?
осип;Слуга гоголевского Хлестакова?
пятница;Слуга Робинзона Крузо?
евнух;Слуга при гареме, подвергшийся кастрации?
горничная;Служанка при госпоже?
курьер;Служащий, разносящий бумаги, почту и т.п., посыльный?
смс;Служба рассылки коротких сообщений стандарта GSM это ... (англ./рус.)?
дог;Служебная собака?
гаврила;Служил ... бюрократом, ... бюрократом был?
гаврила;Служил ... бюрократом,... бюрократом был?
казус;Случай, происшествие?
тантал;Смертного, похитившего нектар у олимпийских богов и жестоко наказанного, звали?
радиоактивные;Смерть - это печальный удел живых существ, но не только. А о каких элементах можно сказать, что они умирают?
ерш;Смесь водка + пиво называется?
маринад;Смесь воды с пряностями и уксусом?
ассорти;Смесь конфет?
одесса;Смешливая жемчужина у Черного моря, основана в 1793 как русская крепость на месте турецкой крепости Хаджибей (известна с 15 в.)?
реминисценция;Смутное воспомининие?
амортизация;Смягчение ударов, толчков, резких колебаний?
молот;Снаряд для метания?
амуниция;Снаряжение военнослужащего, вообще специальное снаряжение?
шкот;Снасть (трос) судового бегучего такелажа.
клинтон;Сначала он сыграл для Нельсона Манделы на саксофоне, потом попозировал для газет вместе с бывшим узником в его одиночке. Кто он?
бегемот;Сначала так прозвали зверя, потом черта, а недавно большого черного кота. Как?
лыжи;Снежные ходули?
лавина;Снежный обвал?
декомпрессия;Снижение давления окружающей среды, напр., при подъёме водолаза с глубины?
потакание;Снисхождение ко всему, что требует осуждения?
звонница;Соopужение для пoдвeшивaния кoлoколoв
скотчтерьер;Собака какой породы была у клоуна Карандаша?
динго;Собака, ставшая такой дикой, что навела шорох на всю Австралию?
артрит;Собирательное название воспалительных и др. болезней суставов?
аккумулировать;Собирать, накапливать что-либо, напр. энергию, знания, средства?
ригведа;Собрание преимущественно религиозных гимнов, первый известный памятник индийской литературы Х века до н.э.?
библиотека;Собрание произведений печати?
ригведа;Собрание религиозных гимнов, первый известный памятник индийской литературы?
сонм;Собрание, скопление кого-либо, множество чего-либо.
автограф;Собственноручная подпись, памятная надпись?
греков;Сов. : художник-баталист, футболист?
этуш;Сов. актер?
яншин;Сов. актер?
гурченко;Сов. актриса?
демидова;Сов. актриса?
акопян;Сов. артист эстрады, арм. поэт?
плисецкая;Сов. балерина?
гиоргадзе;Сов. ватерполист?
жданов;Сов. велосипедист?
евсеев;Сов. волейболист?
игин;Сов. график?
артмане;Сов. киноактриса?
цинцадзе;Сов. композитор?
азарашвили;Сов. легкоатлет?
слепнев;"Сов. летчик, уч-ал в спасении экипажа ""Челюскина"", ГСС?"
белоцерковский;Сов. механик, математик?
скороход;Сов. обувное объединение?
медынский;Сов. писатель?
караваева;Сов. писательница?
черный;Сов. поэт?
парфенов;Сов. спортсмен-борец, сов. актер?
артамонова;Сов. спортсменка (коньки)?
обреимов;Сов. физик, академик?
томингас;Сов.химик-фармаколог, акад. АН Эстонии 1946?
маляр;Совершенное бездарный художник?
шура;Совет по-чеченски - это ... ?
новолазаревская;Советская арктическая станция?
неелова;"Советская киноактриса, дебютировавшая в фильме ""Старая, старая сказка""?"
зорки;"Советская пословица: ""От зорьки и до зорьки моряки на вахте ...""?"
годится;"Советская пословица: ""Что в Советском Союзе родится, то для всех народов ...""?"
друнина;"Советская поэтесса, автор стихотворения ""Зинка"": ""Мы легли у разбитой ели, ждем, когда же начнет светлеть. Под шинелью вдвоем теплее на продрогшей, гнилой земле...""?"
дороги;"Советская пословица: ""Если враг уносит ноги, отрезай ему...""?"
антонов;Советский авиаконструктор?
левитан;"Советский диктор радио, о котором ходил анекдот:спрашивают Сталина:  ""Товарищ Сталин! Когда война кончится?"" - ""... скажет""?"
лепин;Советский композитор, имя которого все любители кинокомедии вспоминают, когда до Нового года остается пять минут?
щедрин;Советский композитор?
энергия;Советский космический корабль?
светлов;"Советский поэт, автор знаменитой ""Гренады""?"
цандер;Советский ученый и изобретатель, один из пионеров ракетной техники?
спектр;Совокупность гармонических колебаний?
топонимика;Совокупность географических названий определенной территории?
цикл;Совокупность из нескольких лекций, посвященных сходной тематике?
терминология;Совокупность определений в специальных областях науки и техники?
реквизит;Совокупность предметов (настоящих и бутафорских) для театральной постановки?
одежда;Совокупность предметов,которыми покрывают тело?
жанр;Совокупность сюжетно-стилистических особенностей произведения?
цикл;Совокупность явлений, процессов, составляющая кругооборот в течение известного промежутка времен?
генофонд;Совокупность всех генов, имеющихся у особей, составляющих данную популяцию?
тинейджер;Современный подросток?
кошка;Согласно арабской легенде, до потопа этих животных не существовало. Первое из них родилось во время плавания Ноева ковчега после того, как самец обезьяны соблазнил львицу. Кто же появился в результате этого мезальянса?
женщине;"Согласно болгарской пословице, природа сказала ей: ""Будь прекрасна, если ты хочешь, будь мудра, если  ты хочешь, но благоразумной ты должна быть непременно"". Кому?"
женщина;"Согласно болгарской пословице, природа сказала ей: ""Будь прекрасна, если ты хочешь, будь мудра, если ты хочешь, но благоразумной ты должна быть непременно"". Кому?"
есаул;Согласно Газманову, он бросил коня, так как пристрелить не поднялась рука?
кузнечик;"Согласно детской песенке, ОН был убежденным вегетарианцем и противником насилия. Он даже дружил с ""источником заразы"" и принадлежал к зеленым. Впрочем, это не уберегло его от трагической гибели. Назовите этого страдальца?"
пьянство;Согласно народной мудрости, первая чаша вина - во здравие, вторая - во веселие, третья - в отраду, а четвертая - во ... ?
египтянином;Согласно неопровержимому доказательству З. Фрейда, Моисей по национальности был ... ?
вино;Согласно письму Маркса, ни на что путное не годен человек, который не любит ... ?
разбой;Согласно Уголовному кодексу именно так квалифицируется ограбление банка при помощи игрушечного пистолета. Как?
есаул;Согласно Газманову, он бросил коня, так как пристрелить не поднялась рука?
иуда;Согласно Евангелию - предавший Иисуса ученик?
консонанс;Согласованное сочетание музыкальных звуков?
амбра;Содержимое кишок кашалота, привлекающее китоловов?
вода;Соединение водорода с кислородом, которым не надышишься - захлебнешься?
бригада;Соединение из нескольких полков (батальонов)?
окись;Соединение химических элементов с кислородом?
коннект;Соединение компьютера с Интернет или другой сетью по телефонной линии ?
надкостница;Соединительнотканная оболочка у человека, покрывающая кость?
андромеда;Созвездие северного полушария?
геркулес;Созвездие северного полушария?
лира;Созвездие Северного полушария?
унисон;Созвучие?
размножение;Создание себе подобных, вызывающее бесподобные ощущения?
геральдика;Создание, изучение и трактовка гербов?
автор;Создатель чего-либо?
творец;Создатель чего-либо?
стивен;Создателя первого блокбастера про динозавров зовут?
плодородие;Созидательная способность земли?
ликвидация;Сознательное уничтожение?
трубач;"Соисполнитель песни ""Голубая луна""?"
гной;Сок нарыва?
купюра;Сокращение информации в угоду цензуре?
денщик;Солдат, исполняющий роль прислуги при офицере?
балык;Солёная, вяленая спинка осетровых рыб?
шевчук;"Солист группы ""ДДТ""?"
борат;Соль борной кислоты?
сульфат;Соль серной кислоты?
цианид;Соль синильной кислоты?
лизунец;Соль, раскладываемая в местах выпаса скота?
афера;Сомнительная сделка, мошенничество?
акведук;Сооружение в виде моста с водопроводом?
судно;Сооружение для передвижения на воде?
пантеон;Сооружение для погребения выдающихся деятелей?
мост;Сооружение, по которому проложена дорога через какое-либо препятствие. Важнейшие элементы - опоры (быки и устои) и пролетные строения?
датчане;Соотечественники Г. X. Андерсена?
берия;Соратник И.Сталина?
коллега;Соратник по работе?
конкурс;Соревнование?
термопсис;Сорняк трав. растение?
рейган;Сороковой президент США (родился в 1911, годы президенства 1981-1989, республиканец)?
херес;Сорт виноградного вина (по названию города)?
лафит;Сорт виноградного вина, от имени которого произошло название большой рюмки удлиненной формы?
арабика;Сорт кофе?
лайка;Сорт мягкой кожи?
вероника;Сорт слив французского происхождения?
хрусталь;Сорт стекла с выс. содерж. окиси свинца?
эдам;Сорт сыра?
анис;Сорт яблок?
антоновка;Сорт яблок?
апорт;Сорт яблок?
боровинка;Сорт яблок?
грушовка;Сорт яблок?
папировка;Сорт яблок?
семеринка;Сорт яблок?
звание;Сословие,профессия,чин?
мастика;Состав для натирки полов?
верстка;Составление страниц (полос) газеты, журнала, книги определенного размера из набранных строк, заголовков, иллюстраций и т. п. в соответствии с разметкой или макетом?
корд;Составная часть автомобильной покрышки?
подразделение;Составная часть завода - и цех, и бухгалтерия, и охрана?
сражение;Составная часть крупной военной операции?
измождение;Состояние крайнего истощения, изнурения?
стресс;Состояние напряжения под влиянием сильных воздействий?
стресс;Состояние напряжения, переживания, усталость, возникающие под влиянием сильных внешних воздействий?
девочка;Состояние невесты перед замужеством (устар.)?
нирвана;Состояние несвязанности личности внешним миром и одновременно прекращение волнения дхарм (первичных элементов бытия и психофизических элементов жизнедеятельности личности)?
апатия;Состояние полного безразличия?
грусть;Состояние человека?
фантазия;Состояние человека?
спячка;Состояние, в которое впадают многие животные в зимнее время в умеренном и холодном климатах и в летнее - в тропическом?
кросс;Состязание в беге?
жбан;Сосуд в виде кувшина с крышкой?
ритон;Сосуд в виде рога животного?
корыто;Сосуд для стирки белья?
амфора;Сосуд для хранения вина в античной Греции?
кружка;Сосуд для питья цилиндрической формы с одной ручкой?
ведро;Сосуд,обычно цилиндрической формы,с ручкой в виде дужки?
маринад;Соус для консервирования?
ригидность;Сохранение напряжения мышц после сокращения (мед.)?
памятник;Сохранившийся предмет культуры прошлого?
букет;Соцветие злаков?
колхозник;Социалистический крестьянин?
трактат;Сочинение-рассуждение?
триумвират;Союз трех государственных деятелей для осуществления верховной власти?
гранильщик;"Спец, чья рука еще не прикасалась к ""Куллинану"", когда его подарили Эдуарду VII, и король был разочарован его сходством ""с обычной стекляшкой""?"
отк;Специализируется на браке, но не загс?
конюх;Специалист колхоза по лошадям?
аналитик;"Специалист по взвешиванию ""за"" и ""против"" каких-либо действий?"
дегустатор;Специалист по дегустации?
естественник;Специалист по естественным наукам?
винодел;Специалист по производству вин?
дизайнер;Специалист по художественному моделированию автомобилей?
летчица;Специалистка, управляющая самолётом, вертолётом?
аквалангист;Специалист-подводник?
дегустаторы;"Специалисты этой профессии пользуются ""гедонической шкалой""?"
бункер;Специально оборудованное подземное убежище?
бункер;Специально оборудованное подземное убежище?
кардиолог;Специальность врача?
профессор;Специальность ученого?
табло;Специальный информационный щит?
бекон;Специальным образом приготовленная свинина?
времени;Спешка плоха уже тем, что отнимает много ...! (Гилберт Честертон)?
динозаврах;Спилберг сделал самые большие деньги на ... ?
абсент;Спиртной напиток - настойка из полыни?
санирование;Списание долгов, продажа неиспольз. имущества и пр. мероприятия для спасения предприятия от банкротства?
сталь;Сплав железа с углеродом и другими упрочняющими элементами?
коса;Сплетенные пряди волос?
дискуссия;Спор, обсуждение?
боулинг;Спортивная игра в кегли?
олимпиада;Спортивное соревнование с большим числом участников?
гантель;Спортивный снаряд для развития силы, гиря из двух тяжелых частей, соединённых рукояткой для захвата?
шпажист;Спортсмен - фехтовальщик?
юниор;Спортсмен, как правило, в возрасте 19-22 лет?
рекордсмен;Спортсмен, который может почивать на лаврах, даже если проиграл очередной старт?
егорова;Спортсменка, которой присвоено звание Герой Российской Федерации?
велогонщица;Спортсменка?
легионер;Спортсмен-профессионал, по найму играющий за ту или иную команду?
дриблинг;Способ ведения мяча спортсменом?
консервирование;Способ заготовки плодов и овощей?
ингаляция;Способ лечения, по сути своей помогающий тем, кто еще дышит?
ингаляция;Способ лечения, по сути своей помогающий тем, кто еще дышит?
разум;Способность видеть связь общего с частным?
амфотерность;Способность некоторых веществ в зависимости от условий проявлять либо кислотные, либо основные свойства?
эмпатия;Способность тонко улавливать эмоциональный настрой собеседника называется ... ?
индуктивность;Способность элемента электрич. цепи сопротивляться изменению текущего через него тока?
валентность;Способность атомов к образованию определённого числа хим. связей?
аттестат;Справка об освобождении от школьных занятий навсегда?
посадка;Спуск и приземление летательного аппарата?
гашетка;Спусковой крючок, ручка, приводящая в действие оружие?
луна;Спутник Земли, запущенный на орбиту еще с незапамятных времен?
деймос;"Спутник Марса, открытый Холлом в 1877 году. Расстояние от Марса 23 460 км. Название переводится с греческого как ""ужас""?"
фобос;"Спутник Марса, открытый Холлом в 1877 году. Расстояние от Марса 9400 км. Название переводится с греческого как ""страх""?"
деймос;Спутник планеты марс?
фобос;Спутник планеты марс?
мимас;Спутник планеты сатурн?
титан;Спутник планеты сатурн?
порция;Спутник планеты Уран?
елена;"Спутник Сатурна, открытый с борта космического аппарата ""Вояджер-2"" в 1980 году. Расстояние от Сатурна около 378000 км, диаметр около 30 км?"
оберон;Спутник Урана плоскость орбиты которого перпендикулярна плоскости орбиты Урана?
оберон;Спутник Урана?
юпитер;Спутники какой планеты позволили датчанину Олафу Ремеру в 1676 году вычислить скорость света?
укол;"Среди лучших фильмов франц. комика Пьера Ришара есть ""... зонтиком""?"
благородные;Среди металлов этот эпитет носят рутений и палладий. Среди газов - гелий и неон. Что за эпитет?
акулы;Среди этих хищников есть белые и черные, кроличьи и суповые. Это ... ?
ривьера;Средиземноморское побережье, куда КАННают на отдых богатенькие?
центр;Срединная и главная часть чего-нибудь?
мул;Среднеазиатксий бык?
плов;Среднеазиатское кушание из риса?
гульден;Средневековая золотая или серебряная монета в некоторых европейских странах?
ширван;Средневековое государство в Азербайджане?
аркебуза;Средневековое оружие?
лифт;Средство вертикального перемещения тел?
шампунь;Средство для головомойки?
невод;Средство для старика, ловящего золотую рыбку?
наган;Средство индивидуальной защиты у Мурки под юбкой (песен.)?
новокаин;"Средство обезболивания, называемого в просторечии ""заморозкой""?"
наркоз;Средство, с помощь которого врач избавляется от советов больного во время операции?
букет;Срезанные или сорванные цветы, подобранные друг к другу?
рознь;Ссоры, ругань?
ипотека;Ссуда, выдаваемая кредитным учреждением под залог недвижимого имущества?
ульяна;Стaрoрусcкoе женскoе имя?
леса;"Стpоительная ""pacтительнocть""?"
тариф;Ставка или оплата за пользование чем-нибудь?
ипподром;Стадион для проведения скачек, соревнований по конному спорту?
гурт;Стадо скота?
шакал;Стайный любитель падали, наводящий брезгливый ужас на львов?
молодостью;Сталин считал, что советская женщина должна пахнуть чистотой и ... ?
доспехи;Стальное средство защиты?
варшавская;Станция метро в Москве?
сокол;Станция метро на Ленинградском проспекте?
таганская;Станция Московского метрополитена, воспетая Н.Расторгуевым?
пиит;Стар. название поэта?
ведро;Старая русская мера объема жидкостей?
перо;Старинная авторучка?
шушун;Старинная женская верхняя одежда в виде кофты, телогрейки?
верста;Старинная мера длины?
берковец;Старинная русская мера веса, 10 пудов?
деньга;Старинная русская серебряная монета?
братина;"Старинная русская(16-17 века) чаша для вина на братчинных пирах (""на всю братию"")?"
дукат;Старинная серебряная, затем золотая монета в Западной Европе?
лье;Старинная фтранцузкая мера длины?
уста;Старинное название губ, рта?
летник;Старинное русское женское парадное платье с длинными рукавами.
кулеврина;Старинное ручное огнестрельное оружие?
каравелла;Старинное 3-4 - мачтовое судно с прямым парусным вооружением?
галера;Старинное военное парусно-гребное судно, место каторги для гребцов?
бердыш;Старинное холодное оружие?
гранат;"Старинные имена его - греческое ""антракс"" и латинское ""карбункул"" - означают уголь или уголек. Огонь по-гречески - ""пир"" - скрывается в названии одной из его разновидностей. Его и в самом деле можно сравнить с огнем. Что это?"
